timestamp,denominator_00,cloudfront_00,webserver-elb_00,webserver_02,appserver-elb_00,appserver_01,rdsmysql_01,content-s3_00,webserver_09,appserver_00,rdsmysql_00,webserver_08,appserver_03,appserver_04,appserver_02,webserver_03,webserver_04,webserver_05,appserver_05,webserver_07,webserver_06,webserver_10,webserver_00,webserver_01,webserver_11
1705,8.925125,8.8815,14.1602,0,14.0974,0,0.006,0.011333333,0.0845,0,0.00975,0,0.02,0.0635,0.021,0,0,0,0.02,0,0,0,0.0815,70.307,0
1706,0.14425,0.09975,0.1098,0,0.0516,0,0.0085,0.006,0.084,0.02,0.006333333,0.086,0.0225,0,0.021,0.08,0,0,0,0,0,0,0,0.079,0
1707,0.17775,0.134125,0.115285714,0,0.053285714,0,0.007,0.007,0.079,0,0.006,0.084,0.024,0.02,0.021666667,0,0,0,0.02,0.085,0.082,0,0.077,0,0.083
1708,0.099,0.0536,0.123,0,0.063,0,0.005,0.008,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.089,0,0,0
1709,0.143,0.09325,0.1315,0,0.067,0,0.006,0.006,0,0,0.009,0,0,0,0,0,0,0,0.023,0,0.086,0.1,0,0,0
1710,0.105833333,0.059166667,0.1025,0,0.0445,0,0,0.0105,0.063,0.015,0.004,0.078,0,0,0,0,0,0,0.017,0,0,0,0,0,0
1711,0.145875,0.102,0.117,0,0.0568,0,0.0055,0.008,0.079,0.022,0.012333333,0,0.02,0,0.02,0,0.087,0.098,0.0295,0,0.088,0,0,0,0.08
1712,0.1196,0.0772,0.119,0.078,0.05,0,0.007,0.011666667,0,0.021,0.007,0.093,0,0.022,0,0,0,0,0,0,0,0,0,0,0
1713,10.1942,10.1486,0.117,0,0.052,0,0.005,0.076428571,0,0,0.007,0,0,0,0.023,0,0.08,0,0.022,0,0,0,0,0,0.078
1714,8.837714286,8.796714286,0.406333333,0.228,0.239666667,0,0.007,0.0098,0,0,0.0195,0.254,0,0.1555,0,0,0,0,0.047,0,0,0,0,0,0.485
1715,0.147833333,0.097,0.136666667,0.0965,0.059666667,0,0.006,0.006666667,0,0.022,0.007,0,0.025,0.02,0,0,0.103,0,0,0,0,0,0,0,0
1716,0.119333333,0.073,0.125,0.1,0.061,0,0,0.00825,0,0,0.0085,0.079,0,0.02,0,0,0,0,0.028,0,0,0,0,0,0
1717,0.153285714,0.101857143,0.12425,0,0.05875,0,0.005666667,0.009666667,0,0,0.005,0.083,0.022,0.021,0,0,0,0,0.022,0.087,0,0.085,0.094,0,0
1718,0.106125,0.05975,0.123,0,0.055,0.023,0.006,0.009166667,0,0,0.013,0,0,0,0.028,0.1,0,0,0,0,0.083,0,0,0,0
1719,0.148571429,0.102285714,0.1225,0,0.05275,0,0.005,0.011,0,0.022,0.006,0.087,0.021,0,0,0,0,0.084,0.0205,0,0,0,0,0,0.085
1720,0.139166667,0.092833333,0.126666667,0,0.053333333,0,0.005,0.010333333,0.083,0.024,0.007,0,0.021,0,0.02,0,0.091,0,0,0,0,0,0.105,0,0
1721,0.1435,0.095333333,0.128,0,0.061333333,0,0.005,0.009333333,0.092,0,0.0075,0,0.022,0,0.022,0,0,0,0.025,0,0,0.108,0,0,0
1722,0.119,0.072444444,0.122333333,0,0.055666667,0.02,0.006,0.012333333,0.093,0,0.006,0,0,0.023,0.021,0.085,0,0,0,0,0,0,0,0,0
1723,0.123625,0.076125,0.125666667,0.087,0.061333333,0,0.006,0.0076,0,0.0235,0.0155,0,0,0,0,0,0,0.084,0.036,0.1,0,0,0,0,0
1724,60.194,60.1518,100.198,0,100.1313333,0,0,0.0085,0,0.029,0.0075,0.088,0,0,0,0,0,300.319,0.02,0,0,0,0,0.084,0
1725,0.145571429,0.097571429,0.11625,0,0.05225,0,0.006666667,0.008666667,0.078,0,0.004,0,0.024,0.021,0,0,0,0,0.021,0,0,0.095,0.08,0,0
1726,0.112428571,0.065428571,0.115,0,0.054,0,0.013,0.0124,0,0,0.005,0,0.029,0.019,0,0,0,0.087,0,0,0.084,0,0,0,0
1727,0.163875,0.120625,0.121166667,0,0.052666667,0.037,0.00675,0.0085,0,0.023,0.007,0,0,0,0.019,0.085,0.093,0.089,0.0195,0,0,0.084,0.09,0.08,0
1728,0.148,0.10325,0.1158,0.087,0.053,0,0.0075,0.008,0,0.0225,0.007666667,0,0,0.025,0.024,0,0,0,0.014,0.077,0.085,0,0,0,0.082
1729,0.1735,0.131,0.119,0,0.0536,0.024,0.006666667,0.009,0.079,0.024,0.009,0,0,0,0,0,0,0,0.021,0,0.087,0.089,0,0.0845,0
1730,0.151833333,0.1055,0.1105,0,0.04925,0,0.006,0.0085,0,0.015,0.01,0,0.024,0.02,0.027,0,0,0,0,0,0,0.08,0,0,0.0795
1731,0.079333333,0.037166667,0.08,0,0.037,0,0.007,0.0098,0.053,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0
1732,0.134333333,0.094333333,0.10575,0.092,0.04475,0.022,0.0055,0.008,0,0.019,0,0,0.01,0.021,0,0,0.075,0.049,0,0,0,0,0,0,0
1733,0.10525,0.05775,0.117,0,0.053,0,0.006,0.008666667,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.081,0,0,0
1734,53.79088889,53.71044444,96.5968,0,0.055,0.026,0.01,0.011,100.733,0,0,120.562,0,0,0,0,0.083,150.501,0,0,0,0,0,0,110.75
1735,14.6356,14.5202,24.11166667,0,0.301571429,0.113,0.027666667,0.0075,0,0,0.029,0,0,0.0995,0.089666667,0,20.633,0,0.064,0,0,0,0,25.771,0
1736,0.138285714,0.087,0.131,0,0.063666667,0.021,0.013,0.00975,0,0,0.008,0.094,0,0.0275,0,0,0,0.098,0,0,0,0,0,0.084,0
1737,0.147285714,0.094333333,0.125333333,0,0.063,0.02,0.013,0.012333333,0,0,0.005,0.11,0,0,0.021,0,0,0,0.027,0.085,0,0,0,0.079,0
1738,0.134833333,0.097857143,0.12025,0,0.052,0.019,0.008,0.009666667,0,0,0.006,0,0,0.019,0,0,0,0.083,0.0235,0.082,0.084,0.097,0,0,0
1739,0.13675,0.09125,0.118,0,0.05,0,0,0.006,0,0.025,0.0075,0,0,0,0.02,0.078,0,0,0,0,0,0,0.086,0,0
1740,0.110285714,0.064285714,0.124,0,0.0625,0.025,0.009,0.01,0,0.025,0.01,0,0,0,0,0.088,0,0,0,0,0,0,0,0,0.09
1741,0.144777778,0.097111111,0.1212,0,0.057,0,0.007,0.00675,0.095,0.019,0.005,0,0,0.021,0.026,0.101,0.082,0.095,0.02,0,0,0,0,0,0.081
1742,0.110428571,0.064428571,0.1135,0,0.054,0.029,0.005,0.0094,0.0845,0,0.012,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
1743,0.149857143,0.100428571,0.123,0,0.05375,0,0.004666667,0.006333333,0,0,0.008,0,0.0215,0.02,0,0,0,0,0.02,0,0.098,0.095,0,0,0.0815
1744,0.113857143,0.064,0.1195,0,0.051,0,0.0075,0.0104,0.077,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
1745,0.155375,0.1055,0.1178,0,0.0542,0.02,0.005333333,0.011,0.081,0,0.0055,0,0,0.022,0.015,0,0,0.0825,0.0205,0,0,0,0,0.08,0
1746,0.1244,0.08,0.12,0,0.05,0,0.005,0.012,0,0.021,0.006,0,0.021,0,0,0,0,0,0,0,0,0,0,0.092,0.08
1747,0.147571429,0.101857143,0.12225,0,0.0545,0,0.007666667,0.012333333,0,0.022,0.008,0,0.0235,0,0,0,0.08,0.083,0,0,0,0.108,0,0,0.081
1748,0.167,0.117571429,0.1182,0,0.0524,0,0.008,0.0165,0,0.021666667,0.005,0.087,0.022,0,0,0.069,0,0,0.023,0.086,0,0,0,0,0.087
1749,20.1618,20.1102,100.427,0,0,0,0,0.00725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,0.175,0.133,0.119333333,0.0865,0.066142857,0,0.0055,0.006,0,0.0215,0.007666667,0,0,0.024333333,0.027,0,0,0.0825,0,0,0.1465,0,0.09,0,0
1751,0.1338,0.0905,0.1194,0,0.0542,0.02,0.006666667,0.0096,0,0,0.008,0,0,0.021333333,0.025,0,0.092,0.084,0,0,0.087,0,0.083,0,0
1752,0.119857143,0.078571429,0.118,0.087,0.047,0.024,0.009,0.01,0,0.013,0.0045,0,0.02,0,0,0,0.068,0,0,0,0,0,0,0.085,0
1753,0.147875,0.10325,0.1138,0.08,0.0522,0.0225,0.0095,0.009,0,0,0.005,0.084,0.02,0,0,0,0,0.082,0.025,0,0,0,0,0,0
1754,0.127714286,0.082714286,0.122333333,0,0.06,0,0.008,0.00775,0,0,0.0075,0.095,0,0.02,0.024,0.083,0,0,0,0,0,0,0,0.091,0
1755,0.088285714,0.044285714,0.108,0,0.051,0.024,0,0.009833333,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075
1756,0.111714286,0.067,0.1175,0,0.063,0.048,0,0.0136,0.074,0,0.021,0,0,0,0,0.102,0,0,0.023,0,0,0,0,0,0
1757,25.2225,25.17533333,30.1668,75.2185,30.105,0.019666667,0.005,0.011,0,0,0.0045,0,0.019,0,0,0,0,0,0,0.079,0,0,0,0.074,0.083
1758,28.233,28.1736,35.17075,0,35.10625,0,0.007,0.006,0,0.023,0.005,0,0,0.018,0,0,0,0.08,0.02,0.08,0,0,0.075,0,140.296
1759,0.092,0.0498,0.121,0,0.058,0,0.011333333,0.009,0.085,0,0,0,0,0,0.062666667,0,0,0,0,0,0,0,0,0,0
1760,0.103857143,0.060571429,0.121,0,0.052,0.022,0,0.01,0,0,0.0065,0,0,0,0,0,0,0,0.02,0,0,0,0.093,0,0.077
1761,0.124666667,0.085,0.105,0.0705,0.0475,0,0.004,0.0075,0.074,0.021,0.007666667,0,0.013,0,0.022,0,0.091,0,0,0,0,0,0,0,0
1762,0.120833333,0.063571429,0.116,0,0.0535,0.021,0.0045,0.0094,0,0,0,0,0,0.019,0,0,0,0.083,0,0,0,0.076,0,0,0
1763,0.151,0.102857143,0.11825,0.085,0.054,0.03,0.009,0.014333333,0.083,0,0.0055,0.091,0,0,0.021,0,0,0,0.02,0,0.086,0,0,0,0
1764,0.157833333,0.112833333,0.123,0,0.05525,0.022,0.006333333,0.0125,0,0.019,0.007,0.084,0,0,0.023,0,0,0,0,0.082,0.091,0,0,0,0
1765,0.1964,0.1506,0.1208,0,0.053,0,0.005,0,0.081,0,0.006,0,0,0.022,0.02,0.081333333,0.086,0,0.021,0,0,0,0,0,0
1766,0.138375,0.090625,0.11675,0,0.05525,0,0.008333333,0.01175,0,0,0.008,0.088,0,0,0.022,0.083,0,0,0.0245,0.089,0,0,0,0,0.084
1767,0.082428571,0.04,0.095,0,0.045,0,0.009,0.0085,0,0,0,0.068,0,0.018,0,0,0,0,0,0,0,0,0,0,0
1768,0.10425,0.0585,0.118,0,0.059,0,0.007,0.007333333,0,0,0,0,0.021,0,0,0,0.091,0,0,0,0,0,0,0,0
1769,0.102,0.0565,0.11,0,0.05,0.019,0.005,0.008666667,0.078,0,0,0.078,0.019,0,0,0,0,0,0,0,0,0,0,0,0
1770,0.11225,0.067375,0.105666667,0,0.046333333,0,0.0065,0.0064,0.065,0,0.006,0,0.0185,0,0,0,0,0,0.021,0,0.073,0,0.082,0,0
1771,0.106,0.059625,0.117,0.094,0.052,0,0.012,0.008,0,0,0.007,0,0.0245,0,0,0,0,0,0,0,0,0,0.077,0,0
1772,0.174,0.126833333,0.1375,0,0.066,0,0.005,0.0125,0,0,0.01,0.097,0.021,0.0225,0.033,0,0.103,0,0,0,0,0.098,0,0,0
1773,0.1514,0.1086,0.121333333,0,0.059,0.019,0.009,0.0105,0.091,0.029,0.012,0,0.029,0,0,0,0,0,0,0.096,0,0,0.082,0,0
1774,0.123571429,0.079142857,0.113666667,0.081,0.055666667,0,0.005,0.01075,0,0.019,0.004,0,0,0.019,0.02,0,0,0.087,0,0,0,0.078,0,0,0
1775,0.111428571,0.063285714,0.1255,0,0.0565,0.02,0.005,0.0084,0,0,0.007,0,0,0,0.023,0,0,0.085,0,0,0,0,0,0.104,0
1776,21.33222222,21.286,31.87583333,0,31.79566667,0.02,0.006333333,0.015666667,0.083,0,0.005,0,0.02,0.021,0,0,0.083,95.3465,0,0,0,0,0,0,0.087
1777,0.159,0.115555556,0.121833333,0.098,0.056666667,0.0225,0.0068,0.009333333,0,0,0.014666667,0,0.021,0.024,0.039,0,0.084,0,0.024,0.086,0.08,0.088,0,0.081,0
1778,0.0984,0.0523,0.114,0.078,0.05,0,0.006,0.00975,0,0,0.006,0,0,0.02,0.02,0,0.084,0,0,0,0,0,0,0,0
1779,0.1135,0.069,0.115,0,0.0525,0,0.007,0.0115,0,0,0.005,0,0,0.019,0,0,0,0,0.022,0,0.076,0,0,0.081,0
1780,0.141285714,0.097571429,0.12,0,0.0525,0,0.005666667,0.007333333,0,0.02,0.005,0,0.019,0.024,0.024,0.078,0,0,0,0.085,0,0.102,0,0.081,0
1781,0.0745,0.02425,0,0,0,0,0,0.00825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,0.113,0.067333333,0.12,0,0.055,0.017,0.005,0.00975,0,0,0.004,0.087,0.02,0,0,0,0,0,0,0,0.094,0,0,0,0
1783,0.108857143,0.062285714,0.119,0,0.0535,0,0,0.0086,0,0.022,0.009,0,0,0.025,0,0,0,0,0,0.097,0,0,0,0,0.075
1784,0.115285714,0.074285714,0.11,0,0.047666667,0,0.0085,0.0095,0,0,0.005,0.077,0,0.023,0.02,0,0,0,0,0,0,0.082,0.09,0,0
1785,0.167857143,0.122142857,0.1282,0.089,0.056,0,0.005,0.0125,0.101,0.019,0.005,0,0.02,0,0.0195,0,0,0,0.02,0,0,0,0.083,0,0.094
1786,30.232,30.18633333,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,5.21025,5.16575,0.353333333,0,0.180666667,0,0.011,0.005666667,0.316,0,0.0045,0.272,0,0.019,0.0675,0,0.252,0,0,0,0,0,0,0,0
1788,0.1216,0.0762,0.116,0,0.053,0,0.0055,0.008333333,0,0,0,0,0,0.019,0,0,0,0,0.021,0.077,0,0,0,0.096,0
1789,0.1925,0.148,0.11325,0.085,0.05325,0.024,0.0085,0,0,0.02,0,0,0,0.0245,0,0,0,0,0,0,0,0,0,0.0795,0.075
1790,0.084428571,0.043285714,0.121,0,0.046,0,0.005,0.009666667,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0
1791,0.092,0.044,0.114,0,0.055,0,0.005,0.008833333,0,0,0,0,0,0.02,0,0,0,0.082,0,0,0,0,0,0,0
1792,0.1268,0.0772,0.116,0,0.055,0,0,0.009,0,0.024,0.0085,0,0,0,0,0,0,0,0.023,0,0,0,0,0.0805,0
1793,0.098333333,0.053222222,0.1175,0,0.0535,0,0.009,0.008285714,0,0,0.009,0,0,0.024,0,0,0,0,0.024,0,0,0.085,0,0,0.091
1794,0.163,0.1198,0.11475,0,0.04925,0,0.0055,0.011,0.076,0.018,0,0,0,0.022,0,0,0,0,0,0,0,0.089,0.083,0.081,0
1795,0.109777778,0.065555556,0.112333333,0,0.056,0,0.010333333,0.008,0,0.024,0,0,0,0,0.026,0.085,0.082,0,0,0,0.08,0,0,0,0
1796,37.69675,37.650375,50.161,0,50.0885,0,0.008,0.0085,0.091,0.021,0.0045,0,0.021,0.02,0,300.331,0,0,0,0.089,0,0.08,0,0,0.0795
1797,28.77628571,28.72357143,50.20825,0,50.1485,0,0.007,0.008,0,0.023,0.01,0,0,0.0225,0,0,0.079,0.072,0,0,0,0,100.2815,0,0
1798,0.125,0.079714286,0.119,0.084,0.053333333,0,0.005,0.00875,0,0.022,0.007,0,0,0.02,0,0,0,0,0.02,0,0.086,0.083,0,0,0
1799,8.943875,8.898375,17.736,0.089,17.64,0.103,0.0155,0.01,0.084,0.0205,0.01025,0,0.022,0,0,0.07,0,0,0,70.484,0,0,0,0,0
1800,0.134,0.085833333,0.107666667,0,0.046333333,0.024,0.0085,0.007666667,0.084,0,0.005,0,0.019,0,0.023,0,0,0.078,0,0.069,0,0,0,0,0
1801,0.173777778,0.126888889,0.121857143,0.089,0.054857143,0,0.007,0.011,0,0,0.005666667,0.092,0.0225,0.021,0.0215,0,0.081,0,0.023,0.09,0,0,0.095,0.083,0
1802,0.133875,0.08975,0.1155,0.084,0.0485,0.019,0.00475,0.00875,0.08,0.019,0,0.079,0,0,0,0,0,0,0.0185,0,0,0,0.085,0,0
1803,0.109,0.0626,0.109,0,0.052,0.0235,0.011,0.008,0,0,0.01,0,0,0.027,0,0,0,0,0,0.088,0,0.073,0,0,0
1804,0.147,0.0994,0.111,0.076,0.050666667,0,0.011,0.0115,0,0.029,0,0,0,0,0,0,0,0,0.0225,0,0,0,0,0.07,0.086
1805,0.1486,0.1048,0.122333333,0,0.056,0.023,0.007666667,0.0085,0,0,0,0.091,0,0,0.021,0,0,0.093,0.028,0,0,0,0,0.082,0
1806,0.104142857,0.063142857,0.1155,0,0.0515,0.024,0.009,0.0102,0,0,0.009,0,0,0,0,0,0,0.077,0.025,0,0.093,0,0,0,0
1807,64.338,64.273875,102.759,110.516,0,0,0,0.009,0,0,0,150.798,0,0,0,0,0,0,0,0,0,100.525,80.552,0,70.597
1808,12.04883333,11.996,23.90333333,0,0.285875,0.061666667,0.010333333,0.009666667,0,0.165,0.0128,0,0.087,0,0,0,40.648,30.794,0.1495,0,0,0,0,0.099,0
1809,0.157166667,0.109,0.11525,0,0.053,0,0.005666667,0.0105,0,0,0.01,0.083,0.019,0,0.02,0.075,0,0.083,0.0235,0,0,0.077,0,0,0
1810,0.18175,0.14025,0.1095,0,0.047,0.0155,0.008,0,0,0,0.005,0.083,0,0,0.022,0,0.066,0,0.02,0,0,0,0,0.069,0.078
1811,0.155833333,0.110833333,0.11425,0,0.05325,0.0205,0.009,0.0065,0,0,0.0075,0,0.019,0,0.03,0,0.08,0,0,0,0.088,0.061,0,0,0.088
1812,0.153222222,0.10525,0.114,0.073,0.0528,0,0.007666667,0.009,0.08,0.022,0.007,0,0,0,0.023,0,0,0,0.019,0.08,0.08,0,0,0.1,0
1813,0.1238,0.090666667,0.117333333,0,0.053333333,0,0.0085,0.010333333,0,0.018,0.009,0,0.025,0,0,0,0,0.069,0.024,0,0,0.083,0,0,0.1
1814,0.149375,0.10575,0.1212,0,0.053,0,0.00475,0.009,0,0.022,0.008,0,0.021,0,0.019,0,0.085,0,0.02,0.085,0.083,0,0.093,0,0
1815,0.1476,0.102,0.120666667,0.083,0.052333333,0.023,0.011,0.006,0,0,0.0065,0,0,0.0235,0,0,0,0,0,0,0,0,0.086,0.092,0
1816,0.149428571,0.101571429,0.12375,0,0.056,0.025,0.0075,0.009333333,0,0.021,0.0065,0,0,0,0.024,0,0.091,0,0.02,0,0.095,0.085,0,0,0.091
1817,11.29355556,11.23611111,20.1728,0,0.05775,0.019,0.0065,0.00775,0,0,0.008,0,0.024,0,0.023,0.087666667,0,0,0,0,0.08,0,0,0,0
1818,0.223333333,0.181833333,0.1766,0.084,0.064666667,0.019,0.008,0.006,0,0,0.01,0,0.025,0,0.024,0,0,0,0.028,0.083,0,0.1695,0,0,0
1819,0.164,0.117,0.1295,0,0.054,0,0.005333333,0.0095,0,0.021,0.005,0.09,0.0205,0.02,0,0.103,0,0.096,0,0,0,0.087,0,0,0
1820,0.143333333,0.095555556,0.1192,0,0.0536,0.019333333,0.005333333,0.0095,0,0.021,0.006,0.084,0,0.021,0,0.079,0,0,0,0.095,0.068,0,0.088,0,0
1821,0.1144,0.0694,0.1065,0,0.051,0,0.005,0.006666667,0,0.02,0,0,0,0,0.019,0.079,0,0,0,0,0,0.076,0,0,0
1822,0.12875,0.08225,0.11,0,0.051,0,0.005,0.008,0.077,0,0,0.076,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0
1823,0.118142857,0.076,0.105666667,0,0.048666667,0,0.0075,0.01025,0,0.018,0.005,0.076,0,0.019,0,0,0.068,0,0.021,0,0,0,0,0,0
1824,0.1348,0.0938,0.112666667,0,0.049333333,0.022,0.0055,0.0055,0,0.022,0.005,0,0,0,0,0,0,0,0,0.0795,0,0.076,0,0,0
1825,0.130375,0.0845,0.11175,0.0825,0.051,0,0.005666667,0.00825,0.082,0,0.015,0,0.019666667,0,0.029,0,0,0,0,0,0,0,0,0.079,0
1826,0.12975,0.084875,0.1125,0.0865,0.05225,0,0.0045,0.0095,0,0,0.005,0,0,0.0195,0.018,0.08,0,0,0.023,0,0,0,0,0.074,0
1827,0.1202,0.0764,0.118,0,0.061,0,0,0.009333333,0,0,0.005,0,0,0.03,0.019,0,0,0,0,0,0.0865,0,0,0,0
1828,21.57814286,21.53485714,50.175,0.079,50.115,0,0.005,0.009,150.273,0.019,0.009,0,0,0.024,0,0,0,0.086,0,0,0,0,0,0,0
1829,0.180375,0.134,0.113285714,0,0.052,0.027,0.00725,0.012,0,0.024,0.006333333,0,0.0215,0.019,0,0,0,0,0.019,0,0.074,0.084,0.079,0.080333333,0
1830,0.105142857,0.059857143,0.108,0,0.0485,0,0.009,0.0114,0.069,0.019,0.004,0.081,0,0,0.023,0,0,0,0,0,0,0,0,0,0
1831,0.1404,0.0938,0.113,0,0.048333333,0.0195,0.005,0.006,0,0,0.007,0.079,0,0.019,0,0,0.079,0,0,0.074,0,0,0,0,0
1832,0.231166667,0.11,0.117,0,0.04975,0.014,0.007,0.0115,0.074,0.02,0.005333333,0.075,0,0,0.02,0.09,0,0.086,0.024,0,0,0,0,0,0
1833,0.1286,0.0792,0.115,0,0.058,0.025,0.01,0.011666667,0,0,0.013,0,0,0,0,0,0,0,0.028,0,0,0,0,0.085,0
1834,0.175571429,0.127428571,0.1256,0.08,0.0594,0,0.006666667,0.0155,0,0.022,0.007,0,0.0255,0,0.0215,0,0.086,0,0,0.097,0.102,0,0.086,0,0
1835,0.132111111,0.088222222,0.1235,0,0.05675,0.0235,0.008,0.01,0,0,0,0,0,0.025,0,0.079,0,0,0.021,0,0,0.092,0.09,0.088,0
1836,0.15375,0.103571429,0.1255,0.0885,0.05475,0.021,0.009333333,0.012,0,0,0.005,0,0,0.028,0.027,0,0,0.087,0.02,0,0,0,0.092,0,0
1837,0.1206,0.085333333,0.113666667,0.081,0.053666667,0,0.006,0.008333333,0,0.019,0.008,0.083,0.024,0,0.021,0,0,0.074,0,0,0,0,0,0,0
1838,16.86,16.81533333,33.54466667,0,33.462,0,0.005,0.011333333,100.343,0,0,0,0,33.417,0,0,0,0,0,0.084,0,0,0.087,0,0
1839,5.218,5.163,7.69425,0,7.63575,15.1725,0.007333333,0.0065,0,0.023,0.005,30.413,0,0,0,0.0845,0.073,0,0.023,0,0,0,0,0,0
1840,0.131111111,0.083777778,0.12225,0,0.059,0,0.007,0.0078,0,0,0.0045,0,0.0205,0,0.018,0,0,0,0.023,0,0.083,0.076,0,0.083,0.101
1841,0.138166667,0.094,0.125333333,0.092,0.056666667,0,0.008,0.014666667,0,0,0.009,0,0.023,0,0.027,0,0,0,0,0.085,0,0.097,0,0,0
1842,0.1264,0.083,0.12,0,0.054,0.025,0.005,0.012,0,0,0.01,0,0,0,0.021,0,0,0.095,0,0,0,0,0,0.082,0
1843,0.1675,0.1245,0.118,0,0.057,0,0.013,0.007,0.083,0.0235,0.008,0.082,0,0,0,0,0,0,0.03,0.087,0,0,0,0,0
1844,0.158,0.117714286,0.101666667,0.046,0.047833333,0.0145,0.007,0.005,0.079,0.019,0.0075,0,0,0.028,0.017,0,0.085,0.093,0.025,0,0,0,0,0,0.062
1845,0.1357,0.090888889,0.114,0,0.0526,0.018,0.0075,0.00475,0,0.023,0.008,0,0.027,0,0,0.082,0.085,0.099,0.027,0.051,0,0,0.102,0,0
1846,0.1445,0.105,0.1232,0,0.0516,0.021,0.004,0.0105,0.084,0.0185,0.00525,0.078,0.018,0.022,0,0,0,0.087,0,0,0.104,0,0,0,0.089
1847,0.132428571,0.088428571,0.128333333,0,0.057666667,0.033,0.0055,0.0125,0,0,0.018,0,0,0.024,0,0,0.0925,0,0.021,0,0,0.09,0,0,0
1848,0.1582,0.1116,0.126666667,0,0.064333333,0.022,0.009,0.01,0,0,0.009,0,0,0,0,0.088,0.097,0,0.027,0.094,0,0,0,0,0
1849,0.1076,0.0658,0.1025,0,0.0425,0,0.005,0.007333333,0,0,0.008,0,0,0,0,0,0,0,0.0195,0,0,0.093,0,0,0.054
1850,33.74166667,33.6965,33.67116667,90.608,33.56916667,0,0,0,0,0,0.005666667,0.051,0.007,0,0.014,10.651,0.059,0,0,50.2415,0,0,0,0,0
1851,0.233428571,0.188142857,0.2182,0,0.1524,0,0.017,0.0075,0.59,0.1045,0.01825,0,0.0205,0,0.02,0,0,0.08,0.018,0,0,0,0,0.083,0
1852,0.170222222,0.133375,0.116142857,0,0.054714286,0.02,0.00825,0.006,0.087,0.024,0.008333333,0,0,0.026,0.0225,0,0,0,0.026,0.094,0.088,0,0.083,0.083666667,0
1853,0.152,0.092833333,0.12,0,0.054,0,0,0.014333333,0,0.022,0.007,0,0.02,0,0.024,0.086,0,0,0,0,0.085,0,0,0,0.083
1854,0.148428571,0.102428571,0.1165,0,0.05275,0,0.0065,0.011,0,0.025,0.0075,0,0.019,0.025,0,0.0805,0,0,0.02,0,0.079,0.092,0,0,0
1855,0.1184,0.0742,0.115,0,0.0535,0.02,0.005,0.008,0,0.02,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.081
1856,0.173333333,0.122875,0.125166667,0.086,0.052166667,0.021,0.005,0.0055,0,0.0205,0.0065,0,0.02,0,0.02,0.085,0,0.088,0,0.078,0.09,0,0,0,0
1857,0.13625,0.098111111,0.12,0,0.055,0,0.006,0.00975,0,0,0.007,0.0825,0.022,0.02,0,0,0,0.083,0.023,0,0,0,0.09,0.078,0
1858,0.144428571,0.107333333,0.11275,0,0.0535,0,0.0045,0.009,0,0,0.005,0,0.021,0.02,0,0.086,0.078,0.078,0.0195,0,0,0,0.079,0,0
1859,0.067333333,0.022571429,0,0,0,0,0,0.008714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,14.46385714,14.41942857,0,0,0,0,0,0.006666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,16.14342857,16.08914286,0.5032,0,0.1844,0.1225,0.0445,0.01,0,0.074,0.006,0,0,0.019,0,0,0,0,0,0.541,0.2335,0.623,0,0,0
1862,0.161857143,0.116,0.117,0,0.054,0,0.0075,0.0075,0,0.024,0.006333333,0,0.0215,0,0.0215,0.083,0.082,0,0,0,0,0,0.0865,0.088,0
1863,0.100142857,0.058428571,0.1145,0,0.054,0,0,0.0074,0,0,0.0075,0,0.017,0,0.027,0,0,0,0,0,0.082,0,0,0.09,0
1864,0.1135,0.073625,0.0985,0.073,0.04675,0.018,0.005,0.009,0,0,0.005333333,0,0.02,0.018,0.015,0,0,0.077,0,0,0,0.054,0,0,0
1865,0.117625,0.075625,0.0975,0,0.04675,0,0.004,0.009,0,0,0.006,0,0,0.016,0.016,0,0.0705,0,0.017,0,0,0.068,0,0.08,0
1866,0.131,0.09125,0.088666667,0.051,0.037333333,0.016,0.006,0.005,0,0,0.004,0,0.014,0,0,0,0,0,0,0,0,0.068,0.068,0,0
1867,0.101142857,0.059714286,0.123,0,0.044,0.014,0,0.0068,0,0.017,0.0045,0,0,0,0,0,0.077,0,0,0.095,0,0,0,0,0
1868,0.110833333,0.074333333,0.093333333,0,0.043,0,0.006666667,0.008333333,0.057,0.018,0,0,0,0,0,0,0,0,0.0185,0,0.06,0,0,0,0.077
